"Comunidad Autónoma","Universidad","Curso","Sexo","Forma de admisión","Rama de enseñanza","Nota media"
"La Rioja","La Rioja","2018-2019","Hombres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2017-2018","Hombres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2016-2017","Hombres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2015-2016","Hombres","FP","Ingeniería y Arquitectura","6.97"
"La Rioja","La Rioja","2022-2023","Mujeres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2021-2022","Mujeres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2020-2021","Mujeres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2019-2020","Mujeres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2018-2019","Mujeres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2017-2018","Mujeres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2016-2017","Mujeres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2015-2016","Mujeres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2022-2023","Hombres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2021-2022","Hombres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2020-2021","Hombres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2019-2020","Hombres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2018-2019","Hombres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2017-2018","Hombres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2016-2017","Hombres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2015-2016","Hombres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2022-2023","Mujeres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2021-2022","Mujeres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2020-2021","Mujeres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2019-2020","Mujeres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2018-2019","Mujeres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2017-2018","Mujeres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2016-2017","Mujeres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2015-2016","Mujeres","FP","Artes y Humanidades",NA
"La Rioja","La Rioja","2022-2023","Hombres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2021-2022","Hombres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2020-2021","Hombres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2019-2020","Hombres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2018-2019","Hombres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2017-2018","Hombres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2016-2017","Hombres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2015-2016","Hombres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2022-2023","Mujeres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2021-2022","Mujeres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2020-2021","Mujeres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2019-2020","Mujeres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2018-2019","Mujeres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2017-2018","Mujeres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2016-2017","Mujeres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2015-2016","Mujeres","FP","Ciencias de la Salud",NA
"La Rioja","La Rioja","2022-2023","Hombres","FP","Ciencias",NA
"La Rioja","La Rioja","2021-2022","Hombres","FP","Ciencias",NA
"La Rioja","La Rioja","2020-2021","Hombres","FP","Ciencias",NA
"La Rioja","La Rioja","2019-2020","Hombres","FP","Ciencias",NA
"La Rioja","La Rioja","2018-2019","Hombres","FP","Ciencias",NA
"La Rioja","La Rioja","2017-2018","Hombres","FP","Ciencias",NA
"La Rioja","La Rioja","2016-2017","Hombres","FP","Ciencias",NA
"La Rioja","La Rioja","2015-2016","Hombres","FP","Ciencias",NA
"La Rioja","La Rioja","2022-2023","Mujeres","FP","Ciencias",NA
"La Rioja","La Rioja","2021-2022","Mujeres","FP","Ciencias",NA
"La Rioja","La Rioja","2020-2021","Mujeres","FP","Ciencias",NA
"La Rioja","La Rioja","2019-2020","Mujeres","FP","Ciencias",NA
"La Rioja","La Rioja","2018-2019","Mujeres","FP","Ciencias",NA
"La Rioja","La Rioja","2017-2018","Mujeres","FP","Ciencias",NA
"La Rioja","La Rioja","2016-2017","Mujeres","FP","Ciencias",NA
"La Rioja","La Rioja","2015-2016","Mujeres","FP","Ciencias",NA
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Hombres","PAU","Ciencias Sociales y Jurídicas","8.57"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Hombres","PAU","Ciencias Sociales y Jurídicas","8.82"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Hombres","PAU","Ciencias Sociales y Jurídicas","8.4"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Hombres","PAU","Ciencias Sociales y Jurídicas","7.74"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Hombres","PAU","Ciencias Sociales y Jurídicas","7.8"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Hombres","PAU","Ciencias Sociales y Jurídicas","8.1"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Hombres","PAU","Ciencias Sociales y Jurídicas","8.2"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Hombres","PAU","Ciencias Sociales y Jurídicas","8"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.41"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.44"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.18"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.26"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.24"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.67"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.59"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.34"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Hombres","PAU","Ingeniería y Arquitectura","9.02"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Hombres","PAU","Ingeniería y Arquitectura","9.36"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Hombres","PAU","Ingeniería y Arquitectura","8.81"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Hombres","PAU","Ingeniería y Arquitectura","8.13"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Hombres","PAU","Ingeniería y Arquitectura","7.91"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Hombres","PAU","Ingeniería y Arquitectura","8.37"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Hombres","PAU","Ingeniería y Arquitectura","8.31"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Hombres","PAU","Ingeniería y Arquitectura","7.91"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Mujeres","PAU","Ingeniería y Arquitectura","9.58"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Mujeres","PAU","Ingeniería y Arquitectura","9.49"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Mujeres","PAU","Ingeniería y Arquitectura","9.34"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Mujeres","PAU","Ingeniería y Arquitectura","8.39"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Mujeres","PAU","Ingeniería y Arquitectura","8.18"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Mujeres","PAU","Ingeniería y Arquitectura","8.4"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Mujeres","PAU","Ingeniería y Arquitectura","8.52"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Mujeres","PAU","Ingeniería y Arquitectura","8.73"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Hombres","PAU","Artes y Humanidades","9.28"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Hombres","PAU","Artes y Humanidades","9.29"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Hombres","PAU","Artes y Humanidades","9.24"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Hombres","PAU","Artes y Humanidades","8.27"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Hombres","PAU","Artes y Humanidades","8.43"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Hombres","PAU","Artes y Humanidades","8.94"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Hombres","PAU","Artes y Humanidades","8.54"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Hombres","PAU","Artes y Humanidades","8.71"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Mujeres","PAU","Artes y Humanidades","10.54"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Mujeres","PAU","Artes y Humanidades","10.22"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Mujeres","PAU","Artes y Humanidades","10.47"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Mujeres","PAU","Artes y Humanidades","9.07"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Mujeres","PAU","Artes y Humanidades","9.29"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Mujeres","PAU","Artes y Humanidades","10"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Mujeres","PAU","Artes y Humanidades","9.67"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Mujeres","PAU","Artes y Humanidades","9.95"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Hombres","PAU","Ciencias de la Salud","12.24"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Hombres","PAU","Ciencias de la Salud","12.42"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Hombres","PAU","Ciencias de la Salud","12.2"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Hombres","PAU","Ciencias de la Salud","11.52"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Hombres","PAU","Ciencias de la Salud","11.75"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Hombres","PAU","Ciencias de la Salud","11.42"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Hombres","PAU","Ciencias de la Salud","11.73"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Hombres","PAU","Ciencias de la Salud","11.73"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Mujeres","PAU","Ciencias de la Salud","12.34"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Mujeres","PAU","Ciencias de la Salud","12.5"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Mujeres","PAU","Ciencias de la Salud","12.36"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Mujeres","PAU","Ciencias de la Salud","11.85"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Mujeres","PAU","Ciencias de la Salud","11.79"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Mujeres","PAU","Ciencias de la Salud","11.55"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Mujeres","PAU","Ciencias de la Salud","11.69"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Mujeres","PAU","Ciencias de la Salud","11.83"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Hombres","PAU","Ciencias","8.89"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Hombres","PAU","Ciencias","8.91"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Hombres","PAU","Ciencias","8.94"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Hombres","PAU","Ciencias","7.58"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Hombres","PAU","Ciencias","7.75"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Hombres","PAU","Ciencias","8.73"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Hombres","PAU","Ciencias","7.95"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Hombres","PAU","Ciencias","8.56"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Mujeres","PAU","Ciencias","8.58"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Mujeres","PAU","Ciencias","9.28"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Mujeres","PAU","Ciencias","8.69"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Mujeres","PAU","Ciencias","7.81"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Mujeres","PAU","Ciencias","8.39"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Mujeres","PAU","Ciencias","8.03"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Mujeres","PAU","Ciencias","8.24"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Mujeres","PAU","Ciencias","8.11"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Hombres","FP","Ciencias Sociales y Jurídicas","8.29"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Hombres","FP","Ciencias Sociales y Jurídicas","8.45"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Hombres","FP","Ciencias Sociales y Jurídicas","8.4"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Hombres","FP","Ciencias Sociales y Jurídicas","7.57"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Hombres","FP","Ciencias Sociales y Jurídicas","7.77"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Hombres","FP","Ciencias Sociales y Jurídicas","8.33"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Hombres","FP","Ciencias Sociales y Jurídicas","8.03"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Hombres","FP","Ciencias Sociales y Jurídicas","7.68"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Mujeres","FP","Ciencias Sociales y Jurídicas","8.55"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Mujeres","FP","Ciencias Sociales y Jurídicas","8.39"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Mujeres","FP","Ciencias Sociales y Jurídicas","7.99"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Mujeres","FP","Ciencias Sociales y Jurídicas","7.85"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Mujeres","FP","Ciencias Sociales y Jurídicas","7.84"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Mujeres","FP","Ciencias Sociales y Jurídicas","7.89"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Mujeres","FP","Ciencias Sociales y Jurídicas","8.03"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Mujeres","FP","Ciencias Sociales y Jurídicas","7.99"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Hombres","FP","Ingeniería y Arquitectura","7.33"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Hombres","FP","Ingeniería y Arquitectura","7.05"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Hombres","FP","Ingeniería y Arquitectura","7.11"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Hombres","FP","Ingeniería y Arquitectura","6.8"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Hombres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Hombres","FP","Ingeniería y Arquitectura","6.81"
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Hombres","FP","Ingeniería y Arquitectura","7.34"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Hombres","FP","Ingeniería y Arquitectura","7.35"
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Hombres","FP","Ciencias de la Salud","12.22"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","Las Palmas de Gran Canaria","2016-2017","Hombres","FP","Ciencias de la Salud","11.27"
"Islas Canarias","Las Palmas de Gran Canaria","2015-2016","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","Las Palmas de Gran Canaria","2022-2023","Mujeres","FP","Ciencias de la Salud","12.07"
"Islas Canarias","Las Palmas de Gran Canaria","2021-2022","Mujeres","FP","Ciencias de la Salud","12.32"
"Islas Canarias","Las Palmas de Gran Canaria","2020-2021","Mujeres","FP","Ciencias de la Salud","11.91"
"Islas Canarias","Las Palmas de Gran Canaria","2019-2020","Mujeres","FP","Ciencias de la Salud","11.05"
"Islas Canarias","Las Palmas de Gran Canaria","2018-2019","Mujeres","FP","Ciencias de la Salud","11.58"
"Islas Canarias","Las Palmas de Gran Canaria","2017-2018","Mujeres","FP","Ciencias de la Salud","11.37"
